OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
OID01174,SOST,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SOST is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01470,SPINT1,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SPINT1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01408,SPINT2,Olink DEVELOPMENT(v.3511),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SPINT2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00599,SPON1,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SPON1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00416,SPON2,Olink CARDIOVASCULAR II(v.5006),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SPON2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00998,SPRY2,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SPRY2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID05142,SRP14,Olink NEURO EXPLORATORY(v.3911),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SRP14 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00994,SRPK2,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SRPK2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01182,SSC4D,Olink METABOLISM(v.3403),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SSC4D is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00557,ST1A1,Olink INFLAMMATION(v.3021),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,ST1A1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00634,ST2,Olink CARDIOVASCULAR III(v.6113),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,ST2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01058,ST3GAL1,Olink ORGAN DAMAGE(v.3311),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,ST3GAL1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01252,ST6GAL1,Olink CARDIOMETABOLIC(v.3602),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,ST6GAL1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00558,STAMBP,Olink INFLAMMATION(v.3021),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,STAMBP is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00999,STC1,Olink IMMUNE RESPONSE(v.3203),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,STC1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01351,SULT2A1,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SULT2A1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID00664,SYND1,Olink ONCOLOGY II(v.7004),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,SYND1 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01399,TACC3,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,TACC3 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
OID01334,TACSTD2,Olink CELL REGULATION(v.3702),Unmapped / needs review,,Unmapped / needs review,,no clear rule-based assignment; requires manual annotation,TACSTD2 is provisionally assigned to 'Unmapped / needs review' because no reliable current literature-aligned assignment was generated. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",unmapped
